miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT755980,hsa-miR-885-5p,hsa,PTEN,5728,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunohistochemistry (IHC)//in vitro cullelar assays//In situ hybridization//Flow cytometry//RNA pull down assay,Functional MTI,34901392
MIRT755990,hsa-miR-4649-5p,hsa,PIP5K1C,23396,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37803350
MIRT755994,hsa-miR-634,hsa,BIRC2,329,hsa,Luciferase reporter assay//Western blotting,Functional MTI,35571376
MIRT755995,hsa-miR‑15a,hsa,GPX4,2879,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//RNA pull down assay,Functional MTI,35069876
MIRT755996,hsa-miR-7978,hsa,ZNF704,619279,hsa,Western blotting,Functional MTI,38937788
MIRT755998,hsa-miR-3148,hsa,DCUN1D1,54165,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,34824636
MIRT755999,hsa-miR-557,hsa,KRAS,3845,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35087570
MIRT756000,hsa-miR-136-5p,hsa,TWSG1,57045,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35958507
MIRT756002,hsa-miR-2467-3p,hsa,FZD4,8322,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP),Functional MTI,37575527
MIRT756003,hsa-miR-744-5p,hsa,SLC7A5,8140,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37052807
MIRT756004,hsa-miR-200a-3p,hsa,SNHG10,283596,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP)//Immunohistochemistry (IHC),Functional MTI,35149697
MIRT756005,hsa-miR-200a-3p,hsa,BIN1,274,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP)//Immunohistochemistry (IHC),Functional MTI,35149697
MIRT030625,hsa-miR-24-3p,hsa,FZD5,7855,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP),Functional MTI,37575527
MIRT756006,hsa-miR-4668-5p,hsa,TENT5C,54855,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,37035757
MIRT756009,hsa-miR-3198,hsa,WNT3,7473,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,38536597
MIRT756010,hsa-miR-200c-3p,hsa,ETV5,2119,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,34753799
MIRT055366,hsa-miR-590-5p,hsa,PDCD4,27250,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP),Functional MTI,35640631
MIRT756012,hsa-miR-5584-3p,hsa,DKK1,22943,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//RNA-seq,Functional MTI,38883346
MIRT020068,hsa-miR-375,hsa,RPN1,6184,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP),Functional MTI,37386831
MIRT217307,hsa-miR-21-5p,hsa,FOXO3,2309,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP),Functional MTI,34786052
MIRT044900,hsa-miR-188-5p,hsa,FOXN2,3344,hsa,Luciferase reporter assay//Western blotting//Microarray//qRT-PCR,Functional MTI,35008435
MIRT756014,hsa-miR-199a-5p,hsa,TAF9B,51616,hsa,Luciferase reporter assay//Western blotting//Flow cytometry//ELISA,Functional MTI,35873641
MIRT756015,hsa-miR-197-3p,hsa,PTPN9,5780,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP),Functional MTI,35156900
MIRT756016,hsa-miR-3653-5p,hsa,ATG12,9140,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37464439
MIRT756017,hsa-miR-3653-5p,hsa,AMBRA1,55626,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37464439
MIRT756018,hsa-miR-30c-2-3p,hsa,TOP2A,7153,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunohistochemistry (IHC),Functional MTI,37818158
MIRT756019,hsa-miR-6893-3p,hsa,RNPS1,10921,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37705863
MIRT756020,miR‐199a‐5p,hsa,SRSF1,6426,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,38411272
MIRT567432,hsa-let-7b-5p,hsa,GNG5,2787,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Flow cytometry,Functional MTI,36643646
MIRT756021,hsa-miR-211-5p,hsa,ARHGAP11A,9824,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35495761
MIRT756022,hsa-miR-125a-5p,hsa,DDB2,1643,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36636074
MIRT756023,hsa-miR-493-5p,hsa,ANKRD17,26057,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,37178193
MIRT756025,hsa-miR-125b-5p,hsa,DDB2,1643,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36636074
MIRT756026,hsa-miR-520d-3p,hsa,UHRF1,29128,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//ChIP-seq,Functional MTI,35664070
MIRT756027,hsa-miR-9-5p,hsa,CPEB3,22849,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP)//RNA-seq,Functional MTI,35805200
MIRT756028,hsa-miR-210-3p,hsa,NTN4,59277,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,38175202
MIRT756030,hsa-miR-615-3p,hsa,MEF2A,4205,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Flow cytometry,Functional MTI,35552173
MIRT756031,hsa-miR-520h,hsa,APOA1,335,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,34555726
MIRT756032,hsa-miR-340-5p,hsa,BSG,682,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,34993704
MIRT756034,hsa-miR-99b-5p,hsa,LIN28B,389421,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunohistochemistry (IHC)//RNA-seq,Functional MTI,34998954
MIRT756035,hsa-miR-99b-5p,hsa,PHOX2B,8929,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunohistochemistry (IHC)//RNA-seq,Functional MTI,34998954
MIRT756036,hsa-miR-613,hsa,DNMT3B,1789,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36061358
MIRT756037,hsa-miR-24-1-5p,hsa,SHOX2,6474,hsa,Luciferase reporter assay//Western blotting,Functional MTI,36917325
MIRT019396,hsa-miR-148b-3p,hsa,DNMT1,1786,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,36959680
MIRT035564,hsa-miR-148b-3p,hsa,DNMT3B,1789,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,36959680
MIRT756039,hsa-miR-145-5p,hsa,TPT1,7178,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35371310
MIRT756041,hsa-miR-26a-5p,hsa,HSDL2,84263,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunohistochemistry (IHC)//Flow cytometry,Functional MTI,35948893
MIRT756043,hsa-miR-1224-5p,hsa,ADCY2,108,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35831436
MIRT756044,hsa-miR-708-5p,hsa,SSRP1,6749,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35866896
MIRT048116,hsa-miR-197-3p,hsa,G3BP1,10146,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,38243224
MIRT538301,hsa-miR-125a-5p,hsa,CSNK2A1,1457,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35266446
MIRT756056,hsa-miR-103a-3p,hsa,SYNPO2,171024,hsa,Luciferase reporter assay//Immunoprecipitaion (IP),Functional MTI,35592920
MIRT756057,hsa-miR-22-3p,hsa,SYNPO2,171024,hsa,Luciferase reporter assay//Immunoprecipitaion (IP),Functional MTI,35592920
MIRT756058,hsa-miR-205-5p,hsa,SYNPO2,171024,hsa,Luciferase reporter assay//Immunoprecipitaion (IP),Functional MTI,35592920
MIRT756059,hsa-miR-802,hsa,FOXP1,27086,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,35783017
MIRT756060,hsa-miR-548i,hsa,OGN,4969,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,36926413
MIRT722922,hsa-miR-630,hsa,TLR4,7099,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,36926413
MIRT756061,hsa-miR-145-5p,hsa,HK2,3099,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//RNA pull down assay,Functional MTI,38010958
MIRT756062,hsa-miR-370-3p,hsa,TWIST1,7291,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//EMSA,Functional MTI,36083239
MIRT756063,hsa-miR-370-3p,hsa,SNAI1,6615,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//EMSA,Functional MTI,36083239
MIRT756064,hsa-miR-20b-5p,hsa,ATG7,10533,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36090477
MIRT756066,hsa-miR-340-3p,hsa,ELK1,2002,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunohistochemistry (IHC)//RNA pull down assay,Functional MTI,34455918
MIRT756067,hsa-miR-222-3p,hsa,IGF1,3479,hsa,Luciferase reporter assay//qRT-PCR//Immunofluorescence,Functional MTI,35565830
MIRT756070,hsa-miR-377-3p,hsa,EGFR,1956,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,34668101
MIRT756071,hsa-miR-377-3p,hsa,PAK2,5062,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,34668101
MIRT756072,hsa-miR-377-3p,hsa,MAPK1,5594,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,34668101
MIRT756073,hsa-miR-141-3p,hsa,EGR2,1959,hsa,Luciferase reporter assay,Functional MTI,36811100
MIRT756074,hsa-miR-200a-3p,hsa,EGR2,1959,hsa,Luciferase reporter assay,Functional MTI,36811100
MIRT756075,hsa-miR-570-3p,hsa,HDAC1,3065,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36120375
MIRT535684,hsa-miR-626,hsa,NFIB,4781,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35711020
MIRT756076,hsa-miR-181a-5p,hsa,PCYOX1,51449,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37076891
MIRT756077,hsa-miR-302a-3p,hsa,IGF1,3479,hsa,Luciferase reporter assay//qRT-PCR//RNA pull down assay,Functional MTI,36479381
MIRT756078,hsa-miR-302a-3p,hsa,HOXA-AS2,285943,hsa,Luciferase reporter assay//qRT-PCR//RNA pull down assay,Functional MTI,36479381
MIRT756079,hsa-miR-143-3p,hsa,PCAT19,100505495,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,35095999
MIRT756081,hsa-miR-149-3p,hsa,TIMP2,7077,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP),Functional MTI,34798882
MIRT756082,hsa-miR-149-3p,hsa,CDKN1A,1026,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP),Functional MTI,34798882
MIRT756083,hsa-miR-628-3p,hsa,TP53,7157,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP),Functional MTI,34867391
MIRT756084,hsa-miR-202-3p,hsa,MMP11,4320,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37226011
MIRT756085,hsa-miR-139-5p,hsa,HOXA9,3205,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP),Functional MTI,35800618
MIRT756086,hsa-miR-202-3p,hsa,FN1,2335,hsa,Western blotting//qRT-PCR,Functional MTI,37226011
MIRT756087,hsa-miR-202-3p,hsa,COL6A1,1291,hsa,Western blotting//qRT-PCR,Functional MTI,37226011
MIRT756088,hsa-miR-202-3p,hsa,COL6A2,1292,hsa,Western blotting//qRT-PCR,Functional MTI,37226011
MIRT756089,hsa-miR-202-3p,hsa,COL6A3,1293,hsa,Western blotting//qRT-PCR,Functional MTI,37226011
MIRT756090,hsa-miR-24-3p,hsa,GAD1,2571,hsa,Luciferase reporter assay//Western blotting,Functional MTI,36814556
MIRT756091,hsa-miR-24-3p,hsa,CYTOR,112597,hsa,Luciferase reporter assay,Functional MTI,36814556
MIRT756092,hsa-miR-23a-3p,hsa,VEGFA,7422,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,34765018
MIRT756094,hsa-miR-338-3p,hsa,AKR1C1,1645,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP)//Immunofluorescence,Functional MTI,38472205
MIRT756095,hsa-miR-338-3p,hsa,NEAT1,283131,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP)//Immunofluorescence,Functional MTI,38472205
MIRT439480,hsa-miR-155-5p,hsa,TCF4,6925,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunofluorescence//In situ hybridization,Functional MTI,36069070
MIRT756097,hsa-miR-603,hsa,SNHG12,85028,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,38234617
MIRT756098,hsa-miR-603,hsa,NAMPT,10135,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,38234617
MIRT756101,hsa-miR-9-5p,hsa,DACT3,147906,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35598381
MIRT756105,hsa-miR-484,hsa,YAP1,10413,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35173533
MIRT756106,hsa-miR-96-5p,hsa,PTEN,5728,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35241735
MIRT048009,hsa-miR-30c-5p,hsa,HNRNPA2B1,3181,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36259156
MIRT756107,hsa-miR-186-5p,hsa,CXCL13,10563,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35251568
MIRT756108,hsa-miR-454-5p,hsa,TSPAN1,10103,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP)//Immunohistochemistry (IHC)//Immunofluorescence,Functional MTI,32972302
MIRT756109,hsa-miR-454-5p,hsa,FAM83A,84985,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP)//Immunohistochemistry (IHC)//Immunofluorescence,Functional MTI,32972302
MIRT756111,hsa-mir-192-5p,hsa,RICTOR,253260,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunofluorescence,Functional MTI,38152335
MIRT756112,hsa-miR-937-3p,hsa,SOX11,6664,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunohistochemistry (IHC)//Immunofluorescence,Functional MTI,35033084
MIRT756113,hsa-miR-326,hsa,ADGRG2,10149,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,38069309
MIRT756114,hsa-miR-582-3p,hsa,RRM2,6241,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35609318
MIRT756115,hsa-miR-214-3p,hsa,ACLY,47,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Flow cytometry,Functional MTI,37747441
MIRT756116,hsa-miR-574-5p,hsa,HOTTIP,100316868,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,38238652
MIRT756119,hsa-miR-137,hsa,USP30,84749,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Flow cytometry,Functional MTI,38111333
MIRT756120,hsa-miR-1-3p,hsa,CXCR4,7852,hsa,Luciferase reporter assay//qRT-PCR//RNA-seq//ChIP-seq//Flow cytometry,Functional MTI,36597126
MIRT756123,hsa-miR-149-3p,hsa,CBX2,84733,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37954123
MIRT756125,hsa-miR-193a-3p,hsa,PAK3,5063,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,35273739
MIRT756126,hsa-miR-497-5p,hsa,SNHG25,105376843,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,34789312
MIRT756127,hsa-miR-766-5p,hsa,E2F3,1871,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35237319
MIRT756128,hsa-miR-3131,hsa,PICK1,9463,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36718590
MIRT756129,hsa-miR-34c-5p,hsa,CXCL1,2919,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Immunofluorescence//ELISA,Functional MTI,36829591
MIRT756130,hsa-miR-34b-5p,hsa,CXCL1,2919,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Immunofluorescence//ELISA,Functional MTI,36829591
MIRT756131,hsa-miR-324-5p,hsa,CDK16,5127,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//RNA pull down assay,Functional MTI,35273726
MIRT756132,hsa-miR-1246,hsa,ACE2,59272,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36851710
MIRT756133,hsa-miR-320a,hsa,NGB,58157,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,34584546
MIRT756135,hsa-miR-1303,hsa,THSD7A,221981,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37847360
MIRT007289,hsa-miR-338-3p,hsa,RUNX2,860,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunofluorescence//Flow cytometry//ELISA,Functional MTI,36572886
MIRT756136,hsa-miR-330-3p,hsa,CD244,51744,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36845111
MIRT082173,hsa-miR-142-5p,hsa,ACTN4,81,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunofluorescence//Flow cytometry,Functional MTI,38632655
MIRT756137,hsa-miR-142-5p,hsa,ELAVL4,1996,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunofluorescence//Flow cytometry,Functional MTI,38632655
MIRT756138,hsa-miR-142-5p,hsa,USP9X,8239,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunofluorescence//Flow cytometry,Functional MTI,38632655
MIRT756139,hsa-miR-208b-5p,hsa,METTL8,79828,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,35281804
MIRT756142,hsa-miR-340-5p,hsa,ATF1,466,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,33530829
MIRT756143,hsa-miR-134-3p,hsa,GPR137,56834,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,38021163
MIRT756144,hsa-miR-137,hsa,XIAP,331,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35965517
MIRT756146,hsa-miR-215-5p,hsa,MDM2,4193,hsa,Luciferase reporter assay//qRT-PCR//Immunofluorescence,Functional MTI,37132262
MIRT289573,hsa-miR-93-5p,hsa,KDM6B,23135,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//CLIP-seq,Functional MTI,38218880
MIRT756150,hsa-miR-95-3p,hsa,VCAM1,7412,hsa,Western blotting//qRT-PCR,Functional MTI,36467343
MIRT756156,hsa-miR-376a-3p,hsa,MEG3,55384,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP),Functional MTI,36747515
MIRT756157,hsa-miR-376a-3p,hsa,RASA1,5921,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP),Functional MTI,36747515
MIRT756158,hsa-miR-140-3p,hsa,SNHG12,85028,hsa,Luciferase reporter assay//Western blotting,Functional MTI,37346408
MIRT756159,hsa-miR-140-3p,hsa,TRAF2,7186,hsa,Luciferase reporter assay//Western blotting,Functional MTI,37346408
MIRT756160,hsa-miR-26b-5p,hsa,CDK8,1024,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37205919
MIRT756161,hsa-miR-620,hsa,ZYG11B,79699,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP)//RNA pull down assay,Functional MTI,35730627
MIRT756162,hsa-miR-492,hsa,SOCS2,8835,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,34652255
MIRT756164,hsa-miR-653-5p,hsa,DLD,1738,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37334893
MIRT756165,hsa-miR-494-3p,hsa,PDK3,5165,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//RNA-seq,Functional MTI,38400534
MIRT756166,hsa-miR-382-3p,hsa,SAE1,10055,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP)//Immunohistochemistry (IHC),Functional MTI,35720620
MIRT756167,hsa-miR-146a-5p,hsa,IL12RB1,3594,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunohistochemistry (IHC)//Flow cytometry,Functional MTI,35819446
MIRT756170,hsa-miR-137,hsa,COL5A1,1289,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35805015
MIRT756171,hsa-miR-137,hsa,FSTL1,11167,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35805015
MIRT115494,hsa-miR-652-3p,hsa,TNRC6A,27327,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37976119
MIRT756173,hsa-miR-122-5p,hsa,AGPAT1,10554,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//RNA pull down assay,Functional MTI,36674813
MIRT756174,hsa-miR-122-5p,hsa,DGAT1,8694,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//RNA pull down assay,Functional MTI,36674813
MIRT756175,hsa-miR-122-5p,hsa,TG,7038,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//RNA pull down assay,Functional MTI,36674813
MIRT756176,Hsa-miR-21-5p,hsa,KLF6,1316,hsa,Luciferase reporter assay//Western blotting//ELISA,Functional MTI,38516774
MIRT756177,hsa-miR-34a-5p,hsa,SIDT2,51092,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP)//ELISA,Functional MTI,37902450
MIRT756178,hsa-miR-4488,hsa,NES,10763,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunohistochemistry (IHC),Functional MTI,38008717
MIRT756179,hsa-miR-4443,hsa,NES,10763,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunohistochemistry (IHC),Functional MTI,38008717
MIRT756180,hsa-miR-4256,hsa,HDAC5,10014,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//ChIP-seq,Functional MTI,37415735
MIRT756181,hsa-miR-185-3p,hsa,COL1A1,1277,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//In situ hybridization//RNA pull down assay,Functional MTI,36467040
MIRT756184,hsa-miR-346,hsa,PGK1,5230,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Flow cytometry,Functional MTI,38091240
MIRT756185,hsa-miR-944,hsa,HNRNPC,3183,hsa,Western blotting//qRT-PCR,Functional MTI,34952600
MIRT756186,hsa-miR-146a-5p,hsa,CCL2,6347,hsa,Western blotting//qRT-PCR,Functional MTI,36409752
MIRT756187,hsa-miR-139-3p,hsa,TRIP13,9319,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,38067275
MIRT756188,hsa-miR-429,hsa,PDGFD,80310,hsa,Western blotting//qRT-PCR,Functional MTI,35509844
MIRT756189,hsa-miR-409-5p,hsa,DLGAP5,9787,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35765271
MIRT756191,hsa-miR-223-3p,hsa,BCL2,596,hsa,Western blotting//qRT-PCR,Functional MTI,38155264
MIRT756192,hsa-miR-223-3p,hsa,BAX,581,hsa,Western blotting//qRT-PCR,Functional MTI,38155264
MIRT756193,hsa-miR-223-3p,hsa,KLF5,688,hsa,Western blotting//qRT-PCR,Functional MTI,38155264
MIRT756194,hsa-miR-25-3p,hsa,PPID,5481,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP),Functional MTI,36276499
MIRT756195,hsa-miR-143-3p,hsa,FNDC5,252995,hsa,Luciferase reporter assay//Western blotting,Functional MTI,37815745
MIRT756196,hsa-miR-330-3p,hsa,TAP1,6890,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,36119061
MIRT756197,hsa-miR-187-5p,hsa,MYB,4602,hsa,Luciferase reporter assay//Western blotting,Functional MTI,35096852
MIRT756198,hsa-miR-761,hsa,SOCS2,8835,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36119773
MIRT756199,hsa-miR-181a-5p,hsa,IL33,90865,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,34978772
MIRT543493,hsa-miR-590-3p,hsa,MDM2,4193,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,37138218
MIRT756202,hsa-miR-30a-3p,hsa,DONSON,29980,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36345848
MIRT756204,hsa-miR-633,hsa,MAPK1,5594,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36260266
MIRT756206,hsa-miR-30a-5p,hsa,ZEB2,9839,hsa,Western blotting//Microarray//qRT-PCR,Functional MTI,37915096
MIRT756207,hsa-miR-580-5p,hsa,OAS2,4939,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunohistochemistry (IHC)//In situ hybridization,Functional MTI,34516354
MIRT756208,hsa-miR-4512,hsa,TLR4,7099,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,34721432
MIRT756209,hsa-miR-4512,hsa,CXCL2,2920,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,34721432
MIRT756210,hsa-miR-214-3p,hsa,Pten,50557,rno,Luciferase reporter assay//Western blotting,Functional MTI,35899226
MIRT756211,hsa-miR-1206,hsa,BMPR2,659,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP)//RNA pull down assay,Functional MTI,35570745
MIRT756212,hsa-miR-889-3p,hsa,MYCBP,26292,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP)//RNA pull down assay,Functional MTI,38570856
MIRT756213,hsa-miR-34a-5p,hsa,CD274,29126,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,36352176
MIRT756214,hsa-miR-9-3p,hsa,TOP2B,7155,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36410793
MIRT756215,hsa-miR-9-5p,hsa,TOP2B,7155,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36410793
MIRT756216,hsa-miR-374b-5p,hsa,IL10,3586,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36437465
MIRT756217,hsa-miR-122-3p,hsa,HNF4A,3172,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36449366
MIRT756218,hsa-miR-940,hsa,KDM7A-DT,100134229,hsa,Luciferase reporter assay//qRT-PCR//RNA pull down assay,Functional MTI,36862282
MIRT756219,hsa-miR-940,hsa,ARTN,9048,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//RNA pull down assay,Functional MTI,36862282
MIRT562098,hsa-miR-223-3p,hsa,ITGB1,3688,hsa,Luciferase reporter assay,Functional MTI,38040672
